"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 20 07:33:14 MSK 2020","Tue Oct 20 07:33:40 MSK 2020","26130","","Установка ПИН-кода - интеграционные тесты","","Установка ПИН-кода - интеграционные тесты","Установка ПИН-кода должна работать корректно","Установка ПИН-кода должна работать корректно",""
"skipped","Tue Oct 20 07:18:50 MSK 2020","Tue Oct 20 07:18:50 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - неверный код подтверждения","Ошибка при входе по продукту - неверный код подтверждения",""
"passed","Tue Oct 20 07:16:53 MSK 2020","Tue Oct 20 07:17:01 MSK 2020","7922","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю без ввода кода подтверждения","Успешный вход по логину/паролю без ввода кода подтверждения",""
"passed","Tue Oct 20 06:51:30 MSK 2020","Tue Oct 20 06:52:37 MSK 2020","66448","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции на email со страницы успешного перевода SWIFT (со счета)",""
"failed","Tue Oct 20 07:03:13 MSK 2020","Tue Oct 20 07:05:37 MSK 2020","143848","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Проверить в ленте операций отображение оплаты ЖКУ (с карты)","Проверить в ленте операций отображение оплаты ЖКУ (с карты)",""
"failed","Tue Oct 20 07:18:25 MSK 2020","Tue Oct 20 07:18:33 MSK 2020","8289","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - верный продукт, не верный телефон","Ошибка при входе по продукту - верный продукт, не верный телефон",""
"failed","Tue Oct 20 06:33:54 MSK 2020","Tue Oct 20 06:36:19 MSK 2020","145203","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям",""
"skipped","Tue Oct 20 07:18:09 MSK 2020","Tue Oct 20 07:18:09 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного пароля","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного пароля",""
"passed","Tue Oct 20 07:24:00 MSK 2020","Tue Oct 20 07:24:25 MSK 2020","25510","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в рублях c 0 рублей","Открытие накопительного счета в рублях c 0 рублей",""
"passed","Tue Oct 20 07:18:33 MSK 2020","Tue Oct 20 07:18:41 MSK 2020","7350","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - не верный продукт/телефон","Ошибка при входе по продукту - не верный продукт/телефон",""
"passed","Tue Oct 20 07:08:53 MSK 2020","Tue Oct 20 07:09:14 MSK 2020","21395","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на счет","Пользователю отображается список вкладов с выплатой процентов на счет",""
"failed","Tue Oct 20 07:18:25 MSK 2020","Tue Oct 20 07:18:25 MSK 2020","35","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - нет продукта и телефона","Ошибка при входе по продукту - нет продукта и телефона",""
"failed","Tue Oct 20 07:20:49 MSK 2020","Tue Oct 20 07:21:08 MSK 2020","19158","","Блокировка карты временная - интеграционные тесты","","Блокировка карты временная - интеграционные тесты","Временная блокировка карты должна пройти успешно","Временная блокировка карты должна пройти успешно",""
"passed","Tue Oct 20 07:16:42 MSK 2020","Tue Oct 20 07:16:53 MSK 2020","11503","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю","Успешный вход по логину/паролю",""
"passed","Tue Oct 20 06:09:31 MSK 2020","Tue Oct 20 06:10:31 MSK 2020","59943","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения",""
"passed","Tue Oct 20 07:33:41 MSK 2020","Tue Oct 20 07:34:02 MSK 2020","20778","","Страница пополения кредитной карты - интеграционные тесты","","Страница пополения кредитной карты - интеграционные тесты","Форма должна работать корректно","Форма должна работать корректно",""
"passed","Tue Oct 20 07:25:06 MSK 2020","Tue Oct 20 07:26:35 MSK 2020","89092","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада Максимальный в рублях","Открытие вклада Максимальный в рублях",""
"passed","Tue Oct 20 07:17:46 MSK 2020","Tue Oct 20 07:17:54 MSK 2020","7819","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - без пароля","Ошибка при входе по логину/паролю - без пароля",""
"failed","Tue Oct 20 06:36:19 MSK 2020","Tue Oct 20 06:38:47 MSK 2020","148320","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Людям","Проверить в ленте операций отображение операции перевода В другой банк - Людям",""
"failed","Tue Oct 20 06:30:02 MSK 2020","Tue Oct 20 06:31:26 MSK 2020","83951","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Tue Oct 20 07:09:14 MSK 2020","Tue Oct 20 07:09:37 MSK 2020","22946","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 1","Пользователю отображается список вкладов на основе набора параметров 1",""
"passed","Tue Oct 20 07:21:09 MSK 2020","Tue Oct 20 07:21:58 MSK 2020","49780","","NotificationsForm integration tests","","NotificationsForm integration tests","texts should have correct values","texts should have correct values",""
